Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,43,1,9556,1,1,140.0,1,37,37,9,9,172.2,1,0,0,0,0,0,32,0,0,7,7,0,8.28959041,7,0,8,8,0,-3.81901205,7,10.8,1.4,1.74,0.0
1,17,1,9238,1,1,123.0,1,1,1,9,9,113.2,0,0,0,1,0,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,2.0
4,39,1,9500,1,19,133.1,1,38,1,9,4,120.0,0,0,0,1,0,1,35,0,0,8,9,8,6.06856801,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,1.0
1,1,1,9670,1,1,130.0,1,37,37,0,0,117.8,1,0,0,1,0,0,21,0,0,5,8,3,13.0,0,0,5,7,4,11.5,1,7.6,2.6,0.32,1.0
1,1,4,9500,1,1,126.0,1,19,19,7,9,121.3,1,0,0,1,0,1,18,0,0,7,9,6,13.53333333,0,0,7,7,7,12.22857143,0,12.4,0.5,1.79,2.0
1,1,1,9500,1,1,176.0,1,3,38,3,7,169.7,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37777778,0,16.2,0.3,-0.92,1.0
1,17,4,9238,1,1,124.0,1,19,19,5,8,117.7,1,0,0,1,0,0,18,0,0,6,10,5,12.0,0,0,6,11,4,12.0,0,16.2,0.3,-0.92,1.0
1,44,1,8014,0,39,120.0,1,19,37,7,6,128.7,1,0,0,1,0,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,1.0
1,1,2,9500,1,1,140.0,1,1,1,4,10,128.3,1,0,0,1,0,0,19,0,0,8,8,7,12.76428571,0,0,8,8,7,12.76428571,0,10.8,1.4,1.74,1.0
1,18,2,9147,1,1,143.0,1,19,38,9,7,132.2,1,0,0,1,0,1,18,0,0,5,8,5,4.85376712,0,0,5,6,5,4.35896046,0,13.9,-0.3,0.79,1.0
1,1,2,171,1,1,136.0,1,39,1,3,4,124.7,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0.0
1,1,1,9500,1,1,166.0,1,19,1,9,5,146.6,0,0,0,1,0,1,18,0,0,7,7,7,12.6895812103,0,0,8,9,8,12.798890923099997,0,11.1,0.6,2.02,1.0
2,39,1,9991,0,19,133.1,1,19,39,5,3,96.0,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,0.0
2,39,1,8014,0,19,100.0,1,1,19,1,5,130.0,0,0,1,1,0,1,33,0,0,6,9,5,13.83333333,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,1.0
1,1,3,9500,1,1,137.0,1,19,38,7,7,91.2,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,1.0
1,17,1,9238,1,1,153.0,1,38,38,7,7,159.7,1,0,0,1,0,1,18,0,0,6,7,6,15.14285714,0,0,6,6,6,1.68867494,0,12.7,3.7,-1.7,1.0
1,1,1,9147,1,1,124.6,1,9,19,4,3,151.3,0,0,0,1,0,0,23,0,0,5,8,3,10.66666667,0,0,5,8,5,11.6,0,7.6,2.6,0.32,1.0
1,17,1,9238,1,1,145.0,1,38,38,5,7,160.0,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,1.0
1,1,5,9500,1,1,137.0,1,38,38,4,8,126.5,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,1.0
1,53,1,9085,1,42,141.00099999999998,1,1,1,4,3,140.0,1,0,1,1,0,0,21,0,7,9,10,8,13.25,0,4,9,14,5,13.0685689529,0,8.9,1.4,3.51,2.0
1,1,1,9238,1,1,124.29200000000003,1,19,38,5,6,112.3,0,0,0,1,0,1,22,0,0,6,10,5,11.623254471900003,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,1.0
1,1,1,9238,1,1,122.0,1,1,19,4,4,127.3,1,0,1,1,0,0,20,0,0,6,6,6,12.16666667,0,0,6,7,6,11.66666667,0,9.4,-0.8,-3.12,1.0
1,7,1,9500,1,3,130.0,1,19,38,4,10,130.0,1,0,0,1,0,0,23,0,1,7,8,6,14.35714286,0,1,7,8,6,14.35714286,0,7.6,2.6,0.32,1.0
1,17,2,9773,1,1,117.3,1,3,1,4,5,94.0,1,0,0,1,0,0,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,16.2,0.3,-0.92,1.0
1,17,6,9500,1,1,163.6,1,1,37,1,1,131.5,1,0,0,1,0,0,19,0,0,8,8,7,13.92571429,0,0,8,8,7,13.92571429,0,10.8,1.4,1.74,1.0
1,39,1,9991,0,1,133.1,1,19,38,7,4,125.7,0,0,0,1,0,0,26,0,0,5,9,2,12.0,0,0,5,9,3,7.73304671,0,10.8,1.4,1.74,0.0
1,1,6,9500,1,1,168.9,1,1,37,4,3,126.8,1,0,0,1,0,0,18,0,0,7,7,7,25.16650087,0,0,8,9,8,17.7033132,0,16.2,0.3,-0.92,1.0
1,18,1,9119,1,1,146.0,1,1,37,7,7,132.4,1,0,0,1,1,0,18,0,0,5,5,1,16.0,0,0,5,5,0,6.96835143,0,9.4,-0.8,-3.12,0.0
1,44,1,9003,1,39,150.0,1,38,37,9,9,167.1,1,0,0,1,1,0,20,0,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,1.0
1,1,1,9670,1,1,133.1,1,3,1,4,4,90.9,0,0,0,1,1,0,19,0,0,6,7,0,0.0,0,0,6,6,0,21.26550841,0,15.5,2.8,-4.06,0.0
1,43,1,9991,0,1,120.0,1,37,37,9,9,128.2,0,0,0,0,1,0,32,0,5,9,9,5,11.4,0,4,4,4,4,11.0,0,10.8,1.4,1.74,0.0
2,39,1,9130,1,1,150.0,1,19,19,4,4,130.0,0,0,0,0,1,0,31,0,0,4,12,2,2.54175207,2,0,5,9,3,8.08336202,0,9.4,-0.8,-3.12,0.0
1,39,1,9119,1,19,133.1,1,1,19,4,5,140.4,0,0,0,1,1,0,25,0,0,5,13,1,6.38465959,0,0,5,11,1,21.1096904,0,13.9,-0.3,0.79,2.0
1,42,1,9085,1,39,140.0,1,19,3,9,1,159.9,1,0,0,1,0,0,21,0,2,6,14,5,4.0696201,0,2,6,10,5,13.0,0,16.2,0.3,-0.92,1.0
2,43,1,9991,0,1,112.2,1,37,37,4,9,100.0,0,0,0,0,0,0,31,0,2,6,10,4,11.75,0,0,5,6,1,5.45583931,0,12.7,3.7,-1.7,0.0
2,39,1,9853,1,1,133.1,1,37,37,5,5,92.5,0,0,0,1,0,0,34,0,0,7,11,1,10.0,0,0,7,7,1,13.0,0,16.2,0.3,-0.92,0.0
1,1,1,9238,1,1,128.0,1,19,19,9,9,120.0,0,0,0,1,0,1,18,0,0,6,8,6,13.5,0,0,6,9,6,12.83333333,0,11.1,0.6,2.02,1.0
1,1,3,9238,1,1,117.0,1,19,19,9,9,117.0,1,0,1,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0.0
1,53,1,9670,1,42,140.0,1,19,37,3,6,140.0,1,0,1,1,0,0,21,0,0,6,12,1,12.0,0,0,6,11,1,6.96183994,0,8.9,1.4,3.51,2.0
1,1,2,9853,1,1,95.9,1,38,37,5,3,118.1,1,0,0,0,0,0,18,0,0,6,11,3,13.0,0,0,6,10,5,22.99461359,0,9.4,-0.8,-3.12,0.0
1,1,1,9254,1,1,158.0,1,19,39,4,8,153.5,1,0,0,1,0,0,20,0,0,6,7,6,14.83333333,0,0,6,6,6,16.0,0,11.1,0.6,2.02,1.0
1,43,1,9773,1,1,132.97700000000003,1,38,37,9,5,127.9,1,0,0,1,0,0,20,0,0,6,6,6,5.83772576,0,0,6,7,6,15.794973988399999,0,15.5,2.8,-4.06,1.0
1,17,3,9670,1,1,123.0,1,38,38,7,8,118.8,1,1,0,1,0,1,18,0,0,6,10,5,1.38722744,0,0,6,11,5,12.33333333,0,11.1,0.6,2.02,1.0
1,1,1,9238,1,1,138.4,1,38,38,7,8,137.64899999999994,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.550592597200001,0,7.6,2.6,0.32,1.0
1,43,1,9085,1,1,170.0,1,19,19,5,1,170.0,1,0,0,1,0,0,19,0,0,5,5,0,0.0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,2.0
4,39,1,9130,1,1,133.1,1,3,1,5,5,145.9,1,0,0,1,0,1,30,0,0,6,7,0,8.17333734,0,0,6,16,1,10.0,0,11.1,0.6,2.02,0.0
1,17,1,9238,1,1,115.0,1,19,38,5,5,115.0,1,0,0,1,0,0,19,0,0,6,6,6,0.93756801,0,0,6,7,6,4.3770267,0,11.1,0.6,2.02,1.0
1,1,3,9556,1,1,132.0,1,38,37,7,7,119.0,1,0,0,1,0,0,19,0,0,7,9,7,11.67777778,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,1.0
1,1,4,9500,1,1,132.0,1,1,37,4,7,121.8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,1.0
1,1,1,9085,1,1,143.0,1,19,38,9,9,133.4,1,0,0,1,0,0,19,0,0,6,7,6,6.33374057,0,0,6,8,6,15.875,0,12.4,0.5,1.79,1.0
1,1,3,9238,1,1,137.0,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,1.0
1,42,1,9119,1,1,130.0,1,19,37,9,3,135.0,0,0,1,1,1,0,25,0,0,5,5,0,0.0,0,2,6,7,2,14.0,0,13.9,-0.3,0.79,0.0
1,1,2,9773,1,1,101.7,1,19,19,9,9,122.8,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0.0
2,39,1,9853,1,1,130.0,1,37,19,7,3,140.0,0,0,1,1,0,1,34,0,0,6,7,6,16.14285714,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,1.0
1,18,2,9500,1,1,135.0,1,38,37,9,5,125.3,1,0,0,1,0,1,18,0,0,8,8,7,11.78571429,0,0,8,8,7,5.02547179,0,12.7,3.7,-1.7,1.0
1,1,6,9500,1,1,137.0,1,1,1,4,5,126.3,1,0,0,1,0,1,18,0,0,8,8,8,5.31467556,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,1.0
1,1,1,9670,1,1,128.37100000000004,1,38,38,9,10,100.0,0,0,0,1,0,0,20,0,0,6,8,6,16.02233117,0,0,6,10,5,12.991845813600001,0,11.1,0.6,2.02,1.0
1,17,2,9500,1,1,127.0,1,19,37,9,7,121.3,1,0,0,1,0,1,20,0,0,8,8,7,12.46428571,0,0,8,8,7,12.46428571,0,10.8,1.4,1.74,1.0
1,53,1,9991,0,1,140.0,1,38,38,191,193,135.0,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,7.53354069,0,8.9,1.4,3.51,2.0
1,39,1,9670,1,1,127.55500000000005,1,37,37,6,6,120.0,0,0,0,1,0,0,28,0,0,6,8,1,11.274542581399999,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0.0
1,17,1,9773,1,1,121.0,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.42857143,0,15.5,2.8,-4.06,2.0
1,43,1,9147,1,1,90.4,1,19,38,9,9,129.7,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,1.0
2,1,1,9147,1,1,151.0,1,38,37,9,8,131.88199999999995,1,0,0,1,0,0,34,0,0,5,7,2,10.909709173499998,0,0,5,6,4,26.16457769,0,7.6,2.6,0.32,0.0
2,51,1,9853,1,1,130.0,1,37,37,7,8,138.1,0,0,0,1,0,0,35,0,0,7,7,0,0.0,0,0,6,0,0,5.70199128,0,8.9,1.4,3.51,0.0
1,7,1,9991,0,40,120.0,1,37,37,9,7,120.0,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.33333333,0,12.4,0.5,1.79,1.0
1,17,2,9254,1,1,164.0,1,19,19,4,7,123.1,1,0,0,1,0,0,19,0,0,6,8,6,21.72792598,0,0,6,6,6,7.11704357,0,11.1,0.6,2.02,1.0
1,17,5,9670,1,1,125.0,1,1,19,9,7,119.4,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.66666667,0,11.1,0.6,2.02,1.0
2,39,1,9147,1,1,133.1,1,37,37,9,9,140.0,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,1.36931308,0,9.4,-0.8,-3.12,0.0
1,39,1,8014,0,1,171.9,1,1,12,4,5,93.4,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,2.0
1,17,1,9238,1,1,120.0,1,19,37,9,9,113.0,1,0,0,1,0,1,20,0,0,6,7,6,11.71428571,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,1.0
1,1,3,9773,1,1,143.0,11,19,19,4,9,133.9,1,0,0,1,1,1,18,1,0,6,7,6,21.53430727,0,0,6,7,6,13.0,0,16.2,0.3,-0.92,1.0
1,1,3,9500,1,1,133.1,1,38,19,7,9,115.5,1,0,0,1,1,1,20,0,0,8,8,7,13.02428571,0,0,8,8,7,13.02428571,0,10.8,1.4,1.74,1.0
1,17,5,9254,1,1,121.0,1,1,19,4,7,116.5,1,0,0,0,1,0,18,0,0,6,12,0,15.64893508,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0.0
1,1,1,9119,1,1,168.0,1,19,19,4,4,90.9,0,0,0,1,1,1,18,0,0,5,6,5,17.33333333,0,0,5,8,5,18.57142857,0,12.4,0.5,1.79,1.0
1,1,1,9670,1,1,124.0,1,19,37,5,7,161.8,0,0,0,1,1,1,20,0,0,5,7,4,11.0,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,1.0
1,17,2,9853,1,1,127.0,1,19,38,3,3,121.1,1,0,0,1,1,0,19,0,0,7,10,6,20.77769083,0,0,7,9,6,12.5,0,12.4,0.5,1.79,0.0
1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,10.23929995,0,7.6,2.6,0.32,2.0
1,1,1,9238,1,1,137.0,1,19,1,9,9,172.6,0,0,0,1,1,0,19,0,0,6,6,6,12.83333333,0,0,6,8,6,26.24561991,0,10.8,1.4,1.74,1.0
1,1,1,9773,1,1,120.0,1,36,37,0,0,126.7,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,1.0
1,1,1,9500,1,1,110.0,1,19,19,9,7,105.8,1,0,0,1,1,0,22,0,0,7,8,6,14.33333333,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,1.0
1,17,2,9119,1,1,120.0,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,8.44506932,0,11.1,0.6,2.02,2.0
1,1,1,9500,1,1,143.0,1,38,38,9,9,118.0,0,0,0,1,1,0,19,0,0,8,8,7,14.28571429,0,0,8,8,7,14.28571429,0,12.7,3.7,-1.7,1.0
1,44,1,9003,1,39,120.0,1,1,19,9,7,92.6,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10.0,0,13.9,-0.3,0.79,0.0
1,17,5,9119,1,1,124.0,11,4,12,2,9,89.4,1,0,0,1,1,0,20,1,0,5,5,5,0.7647159,0,0,5,5,5,17.6,0,8.9,1.4,3.51,1.0
2,39,1,9003,1,1,168.0,1,1,41,9,3,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0.0
2,39,1,8014,0,19,133.1,1,1,1,4,4,130.0,0,0,0,1,1,0,24,0,0,6,14,1,10.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,0.0
1,39,2,9670,1,1,150.0,1,34,34,0,0,107.0,1,0,0,1,1,0,26,0,0,5,5,0,8.49345932,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0.0
1,39,1,9500,1,1,140.0,1,37,37,9,6,132.8,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,0.0
1,1,1,9991,0,1,145.0,1,2,37,4,9,127.5,1,0,0,1,1,0,22,0,0,5,9,5,12.42857143,1,0,5,7,5,11.8,0,7.6,2.6,0.32,1.0
1,18,1,9254,1,1,118.0,1,38,38,5,5,123.3,1,0,0,1,1,0,26,0,0,6,10,4,10.0,0,0,6,11,3,12.0,0,9.4,-0.8,-3.12,2.0
1,17,1,9147,1,1,123.0,1,1,19,3,4,122.0,0,0,0,1,1,0,19,0,0,5,7,3,11.9109860385,0,0,5,5,0,1.0294718610999998,0,8.9,1.4,3.51,0.0
1,1,5,9254,1,1,95.6,1,3,19,3,9,135.0,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0.0
1,44,1,171,1,39,117.4,1,3,3,2,2,122.6,0,0,1,1,1,0,20,0,0,0,0,0,6.08112703,0,0,0,0,0,19.21878255,0,15.5,2.8,-4.06,1.0
1,51,1,9670,1,1,126.0,1,3,3,1,10,111.0,0,0,1,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.33333333,0,11.1,0.6,2.02,1.0
1,1,2,9773,1,1,137.0,1,1,19,7,7,133.2,1,0,0,1,0,1,19,0,0,6,7,6,5.31766964,0,0,6,6,6,-0.01845496,0,13.9,-0.3,0.79,1.0
1,1,3,9773,1,1,130.0,1,19,19,9,9,123.0,1,0,0,1,0,0,18,0,0,6,6,6,18.25848827,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,1.0
1,53,1,9003,1,42,150.0,1,1,38,8,8,150.0,0,0,0,1,0,1,23,0,7,12,14,12,17.23018161,0,5,10,12,10,13.3,0,8.9,1.4,3.51,1.0
1,17,3,9147,1,1,147.0,1,19,38,5,7,142.39100000000002,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.300859309399998,0,12.7,3.7,-1.7,1.0
1,18,1,9500,1,1,140.0,1,37,38,5,7,99.8,1,0,0,1,0,0,18,0,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,12.7,3.7,-1.7,1.0
1,1,3,9500,1,1,163.9,1,38,38,9,9,119.3,1,0,0,1,0,0,19,0,0,8,8,7,11.98857143,0,0,8,8,7,11.98857143,0,10.8,1.4,1.74,1.0
1,53,1,9147,1,42,130.0,1,1,19,143,172,133.8,1,0,0,1,0,0,21,0,6,11,17,11,11.54545455,0,3,9,13,8,12.88888889,0,8.9,1.4,3.51,1.0
1,1,1,9085,1,1,130.0,1,37,37,9,6,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,1.0
1,1,1,9773,1,1,151.0,1,38,37,9,5,138.4,1,0,0,1,0,1,24,0,0,6,7,6,13.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,1.0
1,1,4,9500,1,1,144.0,1,3,39,2,3,129.0,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,7.99872212,0,16.2,0.3,-0.92,0.0
1,1,1,9670,1,1,96.8,1,19,1,5,7,118.3,1,0,0,1,0,0,18,0,0,6,7,6,12.33333333,0,0,6,10,3,12.0,0,13.9,-0.3,0.79,2.0
1,17,2,9500,1,1,103.9,1,19,37,9,7,129.8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,1.0
1,17,2,9085,1,1,123.0,1,1,19,4,9,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12.0,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,2.0
1,1,5,9773,1,1,130.0,1,34,38,0,8,171.2,1,0,0,0,0,1,18,0,0,6,12,3,12.0,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,0.0
1,43,1,9254,1,1,130.0,1,1,19,5,7,130.0,0,0,0,1,0,1,19,0,0,6,11,4,11.904835329400003,0,0,6,14,3,10.8658416753,0,10.8,1.4,1.74,0.0
1,17,2,9853,1,1,131.0,1,1,38,4,8,121.9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,1.0
1,1,5,9238,1,3,135.0,1,1,38,9,3,129.4,0,0,1,1,0,0,18,0,0,6,6,6,12.16666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,1.0
1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,11.1,0.6,2.02,2.0
1,1,5,9500,1,1,168.5,1,38,38,9,9,125.5,1,0,0,1,0,1,18,0,0,8,8,8,18.14916138,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,1.0
1,17,6,9556,1,1,155.1,1,38,38,5,5,135.79500000000007,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.111306980299993,0,11.1,0.6,2.02,1.0
1,17,3,9147,1,1,133.0,1,3,38,2,10,91.2,1,0,0,1,0,0,18,0,0,5,16,4,11.94205838,0,0,5,11,2,12.0,0,13.9,-0.3,0.79,2.0
1,1,2,9500,1,1,152.0,1,37,37,9,9,139.0,1,0,0,1,0,0,18,0,0,7,7,6,14.33333333,0,0,7,7,6,14.33333333,0,7.6,2.6,0.32,1.0
1,1,1,9085,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.66666667,0,11.1,0.6,2.02,2.0
1,17,1,9254,1,1,137.0,1,34,38,0,7,137.7,1,0,1,0,0,0,19,0,0,6,14,1,10.0,0,0,6,13,0,0.0,0,7.6,2.6,0.32,0.0
1,1,4,9500,1,1,123.0,1,1,1,3,3,113.6,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.62222222,0,12.4,0.5,1.79,1.0
1,1,1,9085,1,1,120.0,1,4,1,2,9,113.4,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,2.0
1,17,3,9556,1,1,154.0,1,19,38,9,7,128.5,0,0,0,1,0,1,18,0,0,7,9,7,12.85555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,1.0
1,1,1,9500,1,1,141.0,1,1,1,3,10,142.8,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.99444444,0,11.1,0.6,2.02,1.0
1,1,1,9130,1,1,164.7,1,3,1,1,3,137.7,0,0,0,0,0,0,23,0,0,5,9,0,0.0,3,1,5,10,1,12.0,3,10.8,1.4,1.74,0.0
1,1,1,9238,1,1,107.0,1,19,37,7,7,89.4,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12.0,0,16.2,0.3,-0.92,2.0
1,1,1,9500,1,1,133.0,1,38,38,5,5,123.2,0,0,0,1,0,0,18,0,0,7,7,7,13.28571429,0,0,8,9,8,5.36378513,0,16.2,0.3,-0.92,1.0
1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,0,6,9,5,13.0,0,0,6,8,5,10.4,0,7.6,2.6,0.32,2.0
1,39,1,9500,1,1,133.1,1,1,38,3,7,121.7,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.68571429,0,12.4,0.5,1.79,2.0
1,17,1,9147,1,1,147.0,1,37,37,9,6,103.9,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12.0,0,11.1,0.6,2.02,2.0
1,43,1,9130,1,1,128.53900000000002,1,1,19,9,9,120.0,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,10.789819326799998,1,15.5,2.8,-4.06,0.0
1,18,1,9500,1,1,130.0,1,37,38,7,8,150.1,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,1.0
1,44,1,9238,1,1,120.0,1,37,37,6,9,114.46199999999993,0,0,0,1,0,1,21,0,3,6,6,6,12.142562651500004,0,2,6,8,6,11.33333333,0,13.9,-0.3,0.79,1.0
1,1,5,9773,1,1,138.0,1,19,19,9,9,131.03600000000003,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.685988321099996,0,10.8,1.4,1.74,1.0
1,17,1,9085,1,1,124.0,1,19,38,7,7,113.9,1,0,0,1,0,1,20,0,0,5,8,5,12.0,1,0,5,8,4,16.33305146,1,12.7,3.7,-1.7,1.0
1,1,1,9853,1,1,133.0,1,37,37,9,7,83.5,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,0,6,9,5,23.91797548,0,9.4,-0.8,-3.12,1.0
1,17,1,9070,1,1,122.0,1,1,1,4,8,123.8,1,0,1,0,0,1,18,0,0,6,6,6,11.83333333,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,0.0
1,1,3,9085,1,1,116.4,1,1,3,4,4,126.3,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,6,24.79405608,0,8.9,1.4,3.51,1.0
1,17,4,9773,1,1,134.0,1,1,1,3,3,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,1.0
1,1,3,9500,1,1,128.0,1,1,1,7,7,120.5,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,21.30340079,0,12.4,0.5,1.79,2.0
1,53,1,9085,1,42,140.0,1,19,38,8,9,144.9,1,0,1,0,0,0,23,0,7,11,18,11,13.16666667,0,4,9,15,8,16.28139785,0,8.9,1.4,3.51,2.0
1,39,1,9085,1,19,133.1,1,19,19,4,9,139.9,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.83333333,0,8.9,1.4,3.51,1.0
1,1,1,171,1,1,142.0,1,1,1,3,3,133.3,1,0,0,1,0,0,19,0,0,0,0,0,6.45895248,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1.0
1,1,3,9500,1,1,141.0,1,19,19,9,9,130.2,1,0,0,1,0,0,18,0,0,8,8,7,15.65714286,0,0,8,8,7,15.65714286,0,12.7,3.7,-1.7,1.0
1,1,2,9070,1,1,170.0,1,1,19,4,3,133.5,0,0,0,1,0,0,19,0,0,6,6,6,12.16666667,0,0,6,6,6,11.33333333,0,12.7,3.7,-1.7,1.0
1,17,2,9853,1,1,114.4,1,38,19,4,9,127.9,1,0,0,1,0,0,19,0,0,6,0,0,16.36931615,0,0,6,0,0,10.68690733,0,10.8,1.4,1.74,0.0
